Id,Label,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,IATA,Latitude,Longitude
ABE,ABE,9,26,6,0.357143,0.39216,45.390961,0.021309,0.021309,0,ABE,40.652099609375,-75.44080352783203
AGS,AGS,3,14,6,0.321237,0.356512,0.0,0.011207,0.011207,0,AGS,33.36989974975586,-81.9645004272461
AEX,AEX,3,12,6,0.327869,0.366698,0.0,0.011619,0.011619,6,AEX,31.32740020751953,-92.54979705810548
BTV,BTV,10,27,6,0.357616,0.393395,20.494313,0.031181,0.031181,0,BTV,44.4719009399,-73.15329742429998
AVP,AVP,6,19,6,0.355731,0.388457,15.786189,0.019781,0.019781,0,AVP,41.3385009766,-75.72339630130001
JNU,JNU,12,34,5,0.352021,0.372901,4758.725148,0.003412,0.003412,11,JNU,58.35499954223633,-134.57600402832028
COS,COS,11,27,5,0.391588,0.428241,1.854637,0.037862,0.037862,2,COS,38.805801,-104.700996
MHT,MHT,14,40,6,0.366599,0.406975,1.156624,0.046799,0.046799,0,MHT,42.932598,-71.435699
ATY,ATY,2,6,6,0.331288,0.352346,16.682319,0.003788,0.003788,2,ATY,44.91400146,-97.15470123
SCE,SCE,4,10,6,0.344388,0.372562,0.0,0.014373,0.014373,0,SCE,40.8493003845,-77.84870147710002
SBY,SBY,2,8,6,0.312862,0.342932,0.0,0.007054,0.007054,0,SBY,38.34049987792969,-75.51029968261719
ABL,ABL,3,8,6,0.239468,0.250247,0.0,1.5e-05,1.5e-05,3,ABL,67.1063,-157.856989
OTZ,OTZ,13,41,5,0.314319,0.337469,5868.0,0.000688,0.000688,3,OTZ,66.88469696,-162.598999
LAN,LAN,6,16,6,0.359521,0.392623,19.950284,0.01972,0.01972,0,LAN,42.77870178222656,-84.58740234375
SBP,SBP,3,8,6,0.329068,0.350031,0.0,0.009082,0.009082,2,SBP,35.2368011475,-120.641998291
SBA,SBA,6,16,5,0.354098,0.381327,0.0,0.017818,0.017818,2,SBA,34.42620087,-119.8399963
BET,BET,22,42,5,0.31653,0.34642,11588.5,0.000676,0.000676,3,BET,60.77980042,-161.8379974
KWN,KWN,3,9,6,0.240856,0.253673,539.0,1.5e-05,1.5e-05,3,KWN,59.7551,-161.845
BIS,BIS,5,12,6,0.355497,0.386605,34.920747,0.012242,0.012242,2,BIS,46.77270126342773,-100.74600219726562
CDV,CDV,2,6,5,0.308395,0.320494,107.741045,0.000671,0.000671,3,CDV,60.49179839999999,-145.4779968
SWF,SWF,5,12,6,0.317647,0.352654,5.077863,0.013325,0.013325,0,SWF,41.50410079956055,-74.10479736328125
ACY,ACY,9,20,6,0.352941,0.387222,0.884721,0.025781,0.025781,0,ACY,39.45759963989258,-74.57720184326172
ADQ,ADQ,3,7,5,0.309101,0.322191,1613.0,0.000669,0.000669,3,ADQ,57.75,-152.4940033
BZN,BZN,7,16,5,0.371901,0.403549,18.62831,0.02126,0.02126,2,BZN,45.77750015,-111.1529999
STS,STS,4,12,5,0.336868,0.356636,0.0,0.010443,0.010443,2,STS,38.50899887,-122.8130035
YUM,YUM,2,6,6,0.326877,0.346019,0.0,0.006284,0.006284,2,YUM,32.65660095,-114.6060028
MAF,MAF,7,17,6,0.356201,0.389228,20.521421,0.018201,0.018201,6,MAF,31.9424991607666,-102.2020034790039
LBB,LBB,8,19,6,0.355966,0.389537,41.464307,0.018503,0.018503,6,LBB,33.663601,-101.822998
ITO,ITO,3,8,6,0.324714,0.343549,0.0,0.005174,0.005174,2,ITO,19.721399307250977,-155.04800415039062
HRL,HRL,7,15,6,0.311419,0.343549,0.924364,0.011354,0.011354,6,HRL,26.22850036621093,-97.65440368652344
MKK,MKK,3,7,6,0.301339,0.31463,0.0,0.002062,0.002062,2,MKK,21.15290069580078,-157.0959930419922
PGA,PGA,3,8,6,0.34005,0.365309,539.0,0.007047,0.007047,2,PGA,36.92610168,-111.447998
GST,GST,2,6,6,0.260618,0.269228,0.0,7.5e-05,7.5e-05,11,GST,58.42530060000001,-135.7070007
HNH,HNH,2,6,6,0.260618,0.269228,0.0,7.5e-05,7.5e-05,11,HNH,58.0961,-135.410111
HNS,HNS,2,7,6,0.260618,0.269228,0.0,7.5e-05,7.5e-05,11,HNS,59.24380111694336,-135.52400207519528
SGY,SGY,2,7,6,0.260618,0.269228,0.0,7.5e-05,7.5e-05,11,SGY,59.46009826660156,-135.31599426269528
LNY,LNY,3,7,6,0.301339,0.31463,0.0,0.002062,0.002062,2,LNY,20.785600662231445,-156.9510040283203
ISP,ISP,11,33,6,0.321237,0.361914,20.899874,0.026081,0.026081,0,ISP,40.79520035,-73.10019684
MOT,MOT,4,10,6,0.349063,0.377963,5.067756,0.01165,0.01165,2,MOT,48.2593994140625,-101.27999877929688
PQI,PQI,1,4,6,0.30286,0.325031,0.0,0.002977,0.002977,0,PQI,46.68899918,-68.0447998
PBG,PBG,5,14,6,0.314319,0.34679,22.876621,0.007567,0.007567,0,PBG,44.6509017944336,-73.46810150146484
AKN,AKN,8,12,5,0.310345,0.327593,3218.0,0.000685,0.000685,3,AKN,58.67679977,-156.6490021
CDB,CDB,4,10,5,0.309101,0.322963,1614.0,0.00067,0.00067,3,CDB,55.20610046386719,-162.72500610351562
DLG,DLG,2,6,5,0.309278,0.322037,0.0,0.000684,0.000684,3,DLG,59.04470062,-158.50500490000002
MCG,MCG,4,11,5,0.310167,0.32466,1077.0,0.000684,0.000684,3,MCG,62.95289993,-155.60600280000003
SDP,SDP,1,4,5,0.308043,0.319259,0.0,0.000669,0.000669,3,SDP,55.31499862670898,-160.5229949951172
SNP,SNP,2,6,5,0.308219,0.320185,0.0,0.000683,0.000683,3,SNP,57.16730117797852,-170.22000122070312
STG,STG,2,6,5,0.308219,0.320185,0.0,0.000683,0.000683,3,STG,56.5783004761,-169.662002563
BLI,BLI,9,20,5,0.348162,0.375,17.576129,0.017958,0.017958,2,BLI,48.79280090332031,-122.53800201416016
RDM,RDM,6,16,5,0.355497,0.383179,0.0,0.017483,0.017483,2,RDM,44.2541008,-121.1500015
HTS,HTS,4,10,6,0.318021,0.352191,6.022666,0.005572,0.005572,6,HTS,38.36669922,-82.55799866
LYH,LYH,1,4,6,0.310167,0.337685,0.0,0.003691,0.003691,0,LYH,37.326698303222656,-79.20040130615234
PGV,PGV,1,4,6,0.310167,0.337685,0.0,0.003691,0.003691,0,PGV,35.6352005,-77.38529968
CMI,CMI,2,8,6,0.345711,0.373488,0.0,0.008067,0.008067,6,CMI,40.03919983,-88.27809906
GLV,GLV,3,8,6,0.239787,0.251019,0.5,1.6e-05,1.6e-05,3,GLV,64.5504989624,-163.007003784
WMO,WMO,2,8,6,0.23968,0.250093,0.0,1.5e-05,1.5e-05,3,WMO,64.689201355,-163.412994385
GAM,GAM,2,8,6,0.23968,0.250093,0.0,1.5e-05,1.5e-05,3,GAM,63.76679992675781,-171.73300170898438
SVA,SVA,2,8,6,0.23968,0.250093,0.0,1.5e-05,1.5e-05,3,SVA,63.6864013671875,-170.4929962158203
OME,OME,15,45,5,0.314869,0.33963,5882.5,0.000703,0.000703,3,OME,64.51219940185547,-165.44500732421875
DRO,DRO,3,10,6,0.350649,0.379969,0.0,0.01096,0.01096,2,DRO,37.1515007019,-107.753997803
COU,COU,2,8,6,0.345711,0.373488,0.0,0.008067,0.008067,6,COU,38.81809997558594,-92.21959686279295
CRP,CRP,4,10,6,0.318396,0.352963,0.270833,0.009931,0.009931,6,CRP,27.77039909362793,-97.5011978149414
DBQ,DBQ,1,4,6,0.337079,0.360525,0.0,0.00415,0.00415,0,DBQ,42.40200043,-90.70950317
HHH,HHH,2,8,6,0.311239,0.340154,0.0,0.006982,0.006982,0,HHH,32.2243995667,-80.6975021362
ART,ART,2,8,6,0.34005,0.365309,0.0,0.007513,0.007513,0,ART,43.99190139770508,-76.02169799804688
KKA,KKA,4,10,6,0.24,0.252253,1.5,3.1e-05,3.1e-05,3,KKA,64.9394989014,-161.154006958
SKK,SKK,3,11,6,0.239893,0.251327,0.0,3.1e-05,3.1e-05,3,SKK,64.37110138,-161.223999
IAN,IAN,2,8,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,IAN,66.9759979248,-160.43699646
AZO,AZO,4,12,6,0.35503,0.385988,0.0,0.015836,0.015836,0,AZO,42.234901428222656,-85.5521011352539
BFL,BFL,5,12,6,0.350877,0.381667,0.0,0.016476,0.016476,2,BFL,35.43360138,-119.0569992
BGM,BGM,3,8,6,0.316159,0.348642,0.0,0.010223,0.010223,0,BGM,42.20869827,-75.97979736
BGR,BGR,6,16,6,0.320285,0.35713,9.846908,0.013988,0.013988,0,BGR,44.80739974975586,-68.82810211181639
ALO,ALO,1,4,6,0.337079,0.360525,0.0,0.00415,0.00415,0,ALO,42.55709838867188,-92.40029907226562
SHH,SHH,2,6,6,0.23968,0.250093,0.0,1.5e-05,1.5e-05,3,SHH,66.249604,-166.089112
ORV,ORV,2,8,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,ORV,66.81790161,-161.01899719999997
WLK,WLK,1,4,6,0.239256,0.248395,0.0,1.5e-05,1.5e-05,3,WLK,66.60009766,-159.9859924
SMK,SMK,1,4,6,0.237363,0.244383,0.0,1.5e-05,1.5e-05,3,SMK,63.49010086,-162.1100006
MBS,MBS,4,10,6,0.35503,0.385988,0.0,0.015836,0.015836,0,MBS,43.532901763916016,-84.07959747314453
ABI,ABI,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,ABI,32.4113006592,-99.6819000244
ACT,ACT,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,ACT,31.61129951477051,-97.23049926757812
CLL,CLL,2,6,6,0.316901,0.349414,0.0,0.007393,0.007393,6,CLL,30.58860016,-96.36380005
FLO,FLO,1,4,6,0.310167,0.337685,0.0,0.003691,0.003691,0,FLO,34.18539810180664,-79.7238998413086
BPT,BPT,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,BPT,29.9507999420166,-94.02069854736328
BRO,BRO,2,6,6,0.316901,0.349414,0.0,0.007393,0.007393,6,BRO,25.90679931640625,-97.4259033203125
RBY,RBY,3,7,5,0.26393,0.275,133.2,7.5e-05,7.5e-05,3,RBY,64.72720337,-155.47000119999998
HVN,HVN,1,4,6,0.305776,0.330432,0.0,0.003363,0.003363,0,HVN,41.26369858,-72.88680267
IPT,IPT,1,4,6,0.305776,0.330432,0.0,0.003363,0.003363,0,IPT,41.241798400878906,-76.92109680175781
ITH,ITH,3,8,6,0.314136,0.345247,0.0,0.010406,0.010406,0,ITH,42.49100112915039,-76.4583969116211
ELI,ELI,3,9,6,0.239787,0.251019,0.5,1.6e-05,1.6e-05,3,ELI,64.61470032,-162.2720032
DRG,DRG,2,8,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,DRG,66.0696029663,-162.76600647
BKC,BKC,2,8,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,BKC,65.9815979004,-161.149002075
MMH,MMH,1,4,6,0.323353,0.340154,0.0,0.003157,0.003157,2,MMH,37.62409973,-118.83799740000002
SJT,SJT,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,SJT,31.35770034790039,-100.49600219726562
SPS,SPS,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,SPS,33.9888,-98.491898
TXK,TXK,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,TXK,33.45370101928711,-93.99099731445312
TYR,TYR,2,6,6,0.316901,0.349414,0.0,0.007393,0.007393,6,TYR,32.35409927368164,-95.40239715576172
ELM,ELM,5,12,6,0.346598,0.375648,17.966056,0.012211,0.012211,6,ELM,42.1599006652832,-76.8916015625
ERI,ERI,3,8,6,0.314136,0.34571,0.0,0.009656,0.009656,0,ERI,42.0831270134,-80.1738667488
FLG,FLG,1,4,6,0.32162,0.337531,0.0,0.003127,0.003127,2,FLG,35.13850021,-111.6709976
GJT,GJT,6,16,6,0.358328,0.391389,0.0,0.02089,0.02089,2,GJT,39.1223983765,-108.527000427
MQT,MQT,2,6,6,0.340265,0.365463,0.0,0.007909,0.007909,0,MQT,46.3535995483,-87.39540100100001
VDZ,VDZ,1,4,5,0.308043,0.319259,0.0,0.000669,0.000669,3,VDZ,61.13389969,-146.24800109999998
RST,RST,3,8,6,0.345711,0.37287,4.591683,0.008223,0.008223,6,RST,43.90829849243164,-92.5
KSM,KSM,3,8,5,0.309101,0.322191,1053.0,0.000669,0.000669,3,KSM,62.0605011,-163.30200200000002
SUX,SUX,1,4,6,0.337079,0.360525,0.0,0.00415,0.00415,0,SUX,42.40259933,-96.38439941
TOL,TOL,4,10,6,0.343075,0.370401,18.381152,0.00533,0.00533,6,TOL,41.58679962,-83.80780029
HOM,HOM,1,4,5,0.308043,0.319259,0.0,0.000669,0.000669,3,HOM,59.64559936523438,-151.4770050048828
LSE,LSE,2,6,6,0.343511,0.369321,0.0,0.007852,0.007852,0,LSE,43.879002,-91.256699
MHK,MHK,2,8,6,0.345711,0.373488,0.0,0.008067,0.008067,6,MHK,39.14099884033203,-96.6707992553711
LRD,LRD,3,8,6,0.344828,0.37179,0.0,0.011054,0.011054,6,LRD,27.543800354003903,-99.46160125732422
RAP,RAP,7,16,6,0.368349,0.404506,14.203073,0.022508,0.022508,6,RAP,44.0452995300293,-103.05699920654295
LCH,LCH,2,6,6,0.316901,0.349414,0.0,0.007393,0.007393,6,LCH,30.12610054016113,-93.22329711914062
LAW,LAW,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,LAW,34.5676994324,-98.4166030884
JLN,JLN,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,JLN,37.151798248291016,-94.49829864501952
GRI,GRI,3,8,6,0.344388,0.371173,4.038506,0.007947,0.007947,6,GRI,40.96749877929688,-98.30960083007812
ROW,ROW,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,ROW,33.30160140991211,-104.53099822998048
GGG,GGG,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,GGG,32.38399887084961,-94.71150207519533
GCK,GCK,1,4,6,0.315605,0.346636,0.0,0.003916,0.003916,6,GCK,37.9275016785,-100.723999023
MFE,MFE,3,8,6,0.344828,0.37179,0.0,0.011054,0.011054,6,MFE,26.17580032,-98.23860168
ANV,ANV,1,3,7,0.192102,0.196821,0.0,0.0,0.0,3,ANV,62.646702000000005,-160.190994
HCR,HCR,2,6,6,0.237676,0.246173,539.0,1.5e-05,1.5e-05,3,HCR,62.18830108642578,-159.77499389648438
KWK,KWK,3,7,6,0.240749,0.253364,0.5,1.5e-05,1.5e-05,3,KWK,59.876499,-163.169005
CYF,CYF,2,6,6,0.240642,0.252438,0.0,1.5e-05,1.5e-05,3,CYF,60.1492004395,-164.285995483
KPN,KPN,3,6,6,0.240749,0.253364,0.5,1.5e-05,1.5e-05,3,KPN,59.9329986572,-164.031005859
KLG,KLG,3,8,6,0.242261,0.256389,42.0,3e-05,3e-05,3,KLG,61.53630065917969,-160.34100341796875
SHX,SHX,1,3,6,0.237467,0.244938,0.0,1.5e-05,1.5e-05,3,SHX,62.6922988892,-159.569000244
RSH,RSH,4,8,6,0.24237,0.257315,50.0,3e-05,3e-05,3,RSH,61.7788848877,-161.319458008
KTS,KTS,3,8,6,0.239787,0.251019,0.5,1.6e-05,1.6e-05,3,KTS,65.3312988281,-166.466003418
WAA,WAA,4,9,6,0.239893,0.251944,1.5,1.6e-05,1.6e-05,3,WAA,65.62259300000001,-168.095
SIT,SIT,2,6,6,0.261122,0.270463,0.0,0.000133,0.000133,11,SIT,57.04710006713867,-135.36199951171878
CDR,CDR,2,6,6,0.338346,0.362222,0.0,0.004003,0.004003,2,CDR,42.837600708,-103.095001221
AIA,AIA,2,6,6,0.338346,0.362222,0.0,0.004003,0.004003,2,AIA,42.0531997681,-102.804000854
WTK,WTK,2,5,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,WTK,67.56610107421875,-162.97500610351562
TLA,TLA,2,6,6,0.23968,0.250093,0.0,1.5e-05,1.5e-05,3,TLA,65.2404022217,-166.339004517
KVL,KVL,2,5,6,0.239362,0.249321,0.0,1.5e-05,1.5e-05,3,KVL,67.73619842529297,-164.56300354003906
KKH,KKH,2,5,6,0.240642,0.252438,0.0,1.5e-05,1.5e-05,3,KKH,59.9608001709,-162.88099670399998
KLW,KLW,1,3,6,0.248504,0.256728,0.0,5.9e-05,5.9e-05,11,KLW,55.5792007446,-133.076004028
EEK,EEK,2,6,6,0.240749,0.252747,0.0,1.5e-05,1.5e-05,3,EEK,60.21367264,-162.0438843
GAL,GAL,6,14,5,0.264317,0.277778,936.6,7.7e-05,7.7e-05,3,GAL,64.73619843,-156.93699650000002
NUL,NUL,3,6,6,0.209302,0.21713,0.333333,3e-06,3e-06,3,NUL,64.729301,-158.074005
AKP,AKP,2,6,5,0.263415,0.273148,0.0,7.5e-05,7.5e-05,3,AKP,68.13359833,-151.7429962
BTT,BTT,3,8,5,0.263543,0.274074,0.5,7.6e-05,7.6e-05,3,BTT,66.91390228,-151.529007
KAL,KAL,3,6,6,0.209383,0.217438,0.533333,2e-06,2e-06,3,KAL,64.31909943,-158.74099730000003
PWM,PWM,12,20,6,0.361204,0.399877,0.72276,0.040446,0.040446,0,PWM,43.64619827,-70.30930328
SCC,SCC,5,11,5,0.313043,0.329537,773.875825,0.000759,0.000759,3,SCC,70.19470215,-148.46499630000002
KWT,KWT,1,3,6,0.240535,0.251512,0.0,1.5e-05,1.5e-05,3,KWT,60.7902984619,-161.444000244
EMK,EMK,3,7,6,0.241179,0.254444,561.0,1.5e-05,1.5e-05,3,EMK,62.78609848,-164.49099730000003
KOT,KOT,2,5,6,0.238938,0.2475,4.0,1.5e-05,1.5e-05,3,KOT,63.0306015015,-163.533004761
SFB,SFB,48,94,6,0.319527,0.38213,2002.538922,0.02752,0.02752,6,SFB,28.7775993347168,-81.23750305175781
CNM,CNM,1,2,6,0.285111,0.300895,0.0,0.001326,0.001326,2,CNM,32.337501525878906,-104.26300048828124
PIE,PIE,31,62,7,0.297357,0.344308,317.159547,0.016115,0.016115,6,PIE,27.91020012,-82.68740082
HGR,HGR,2,4,6,0.310881,0.340154,2.560317,0.003694,0.003694,6,HGR,39.707901,-77.72949982
LAM,LAM,1,2,6,0.285111,0.300895,0.0,0.001326,0.001326,2,LAM,35.8797988892,-106.268997192
MKL,MKL,2,4,7,0.291892,0.314678,0.196911,0.004331,0.004331,0,MKL,35.599899,-88.915604
ILI,ILI,1,2,5,0.308043,0.319259,0.0,0.000669,0.000669,3,ILI,59.75439835,-154.9109955
PDT,PDT,1,2,6,0.314319,0.327963,0.0,0.002152,0.002152,2,PDT,45.695098877,-118.841003418
HRO,HRO,2,4,6,0.299169,0.319167,0.0,0.004198,0.004198,0,HRO,36.26150131225586,-93.15470123291016
IPL,IPL,2,4,6,0.298673,0.319012,0.083333,0.003071,0.003071,2,IPL,32.834201812699995,-115.57900238
SLN,SLN,1,2,6,0.297521,0.315617,0.0,0.002387,0.002387,0,SLN,38.79100036621094,-97.6521987915039
VCT,VCT,1,2,6,0.308395,0.334753,0.0,0.003477,0.003477,6,VCT,28.85260009765625,-96.9185028076172
GTF,GTF,7,14,5,0.361204,0.390586,18.985396,0.017399,0.017399,2,GTF,47.48199844,-111.3710022
OTH,OTH,2,4,6,0.32316,0.340154,0.0,0.004949,0.004949,2,OTH,43.41709899902344,-124.24600219726562
PGD,PGD,18,35,7,0.299169,0.336746,65.542982,0.011133,0.011133,6,PGD,26.92020035,-81.99050140000001
LNS,LNS,1,2,6,0.303541,0.327346,0.0,0.003101,0.003101,0,LNS,40.12170028686523,-76.29609680175781
GFK,GFK,5,10,6,0.345711,0.374105,557.251505,0.008329,0.008329,6,GFK,47.949299,-97.176102
RFD,RFD,5,10,6,0.340479,0.366698,25.744033,0.00521,0.00521,6,RFD,42.19540023803711,-89.09719848632812
PSM,PSM,1,2,7,0.242261,0.264378,0.0,0.000593,0.000593,6,PSM,43.0778999329,-70.8233032227
IAG,IAG,5,10,6,0.308748,0.338765,6.524434,0.00483,0.00483,6,IAG,43.1072998046875,-78.94619750976562
LBE,LBE,3,6,6,0.30647,0.332593,0.111429,0.006798,0.006798,0,LBE,40.27590179,-79.40480042
AKB,AKB,1,2,2,0.6,0.666667,0.0,0.0,0.0,4,AKB,52.22029877,-174.2059937
DUT,DUT,3,6,1,1.0,1.0,3.0,0.0,0.0,4,DUT,53.900100708,-166.54400634799998
YNG,YNG,4,8,7,0.278351,0.305758,3.547318,0.002121,0.002121,6,YNG,41.26070023,-80.67910004
BFI,BFI,3,4,1,1.0,1.0,2.0,0.0,0.0,5,BFI,47.52999877929688,-122.302001953125
CLM,CLM,1,2,2,0.6,0.666667,0.0,0.0,0.0,5,CLM,48.12020111083984,-123.5
JHM,JHM,2,4,6,0.300836,0.313086,0.0,0.001705,0.001705,2,JHM,20.962900161743164,-156.67300415039062
HNM,HNM,1,2,6,0.277065,0.29213,0.0,0.000752,0.000752,2,HNM,20.79560089111328,-156.01400756835938
MUE,MUE,1,2,6,0.277065,0.29213,0.0,0.000752,0.000752,2,MUE,20.00130081176757,-155.66799926757812
ELD,ELD,3,5,6,0.293638,0.314599,4.868906,0.002698,0.002698,6,ELD,33.22100067138672,-92.81330108642578
HOT,HOT,2,4,7,0.282723,0.302703,0.0,0.001869,0.001869,6,HOT,34.47800064086914,-93.09619903564452
OWB,OWB,2,4,6,0.307868,0.334599,4.491798,0.003272,0.003272,6,OWB,37.74010086,-87.16680145
IKO,IKO,1,2,2,0.6,0.666667,0.0,0.0,0.0,4,IKO,52.94160079956055,-168.8489990234375
NLG,NLG,1,2,6,0.23622,0.242531,0.0,1.4e-05,1.4e-05,3,NLG,56.007499694824,-161.16000366211
KVC,KVC,1,2,6,0.23622,0.242531,0.0,1.4e-05,1.4e-05,3,KVC,55.11629867553711,-162.26600646972656
PVU,PVU,3,6,6,0.331492,0.352809,3.038176,0.004856,0.004856,2,PVU,40.219200134277,-111.72299957275
KFP,KFP,1,2,6,0.23622,0.242531,0.0,1.4e-05,1.4e-05,3,KFP,54.8474006652832,-163.41000366210938
